Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
261.19	2.2664	963.72	0.0010376	6.0645	6.1680	27.425	40.024	91.249	641.83	0.14868	undefined	undefined	0.0071784	59.674	0.016758	15.954	17.626	71.294	36.571	63.070	216.02	16.498	undefined	undefined
261.40	2.2799	962.78	0.0010387	6.0829	6.1872	27.496	40.024	91.369	640.40	0.15154	undefined	undefined	0.0071387	60.056	0.016651	15.954	17.625	71.254	36.605	63.241	215.95	16.466	undefined	undefined
261.61	2.2934	961.84	0.0010397	6.1014	6.2064	27.567	40.024	91.490	638.96	0.15442	undefined	undefined	0.0070991	60.439	0.016546	15.954	17.625	71.213	36.640	63.414	215.87	16.435	undefined	undefined
261.82	2.3070	960.89	0.0010407	6.1199	6.2256	27.638	40.024	91.611	637.52	0.15732	undefined	undefined	0.0070596	60.824	0.016441	15.955	17.624	71.173	36.675	63.588	215.80	16.403	undefined	undefined
262.04	2.3207	959.95	0.0010417	6.1384	6.2448	27.710	40.024	91.734	636.08	0.16024	undefined	undefined	0.0070201	61.212	0.016337	15.955	17.623	71.132	36.710	63.763	215.73	16.371	undefined	undefined
262.25	2.3344	959.00	0.0010428	6.1569	6.2641	27.781	40.024	91.857	634.64	0.16318	undefined	undefined	0.0069806	61.602	0.016233	15.955	17.622	71.092	36.745	63.939	215.65	16.340	undefined	undefined
262.46	2.3481	958.05	0.0010438	6.1755	6.2833	27.852	40.024	91.982	633.19	0.16615	undefined	undefined	0.0069412	61.995	0.016130	15.955	17.622	71.052	36.780	64.118	215.58	16.308	undefined	undefined
262.67	2.3620	957.09	0.0010448	6.1940	6.3026	27.923	40.025	92.108	631.75	0.16914	undefined	undefined	0.0069018	62.389	0.016028	15.954	17.621	71.011	36.815	64.297	215.50	16.277	undefined	undefined
262.88	2.3758	956.14	0.0010459	6.2126	6.3220	27.994	40.025	92.235	630.31	0.17215	undefined	undefined	0.0068625	62.786	0.015927	15.954	17.620	70.971	36.850	64.478	215.43	16.246	undefined	undefined
263.10	2.3898	955.18	0.0010469	6.2312	6.3413	28.065	40.025	92.363	628.86	0.17518	undefined	undefined	0.0068232	63.186	0.015826	15.954	17.619	70.930	36.886	64.661	215.35	16.215	undefined	undefined
263.31	2.4038	954.22	0.0010480	6.2498	6.3607	28.136	40.026	92.492	627.41	0.17824	undefined	undefined	0.0067840	63.587	0.015726	15.954	17.618	70.889	36.921	64.844	215.27	16.183	undefined	undefined
263.52	2.4178	953.26	0.0010490	6.2684	6.3800	28.207	40.026	92.622	625.96	0.18132	undefined	undefined	0.0067448	63.991	0.015627	15.954	17.617	70.849	36.956	65.030	215.20	16.153	undefined	undefined
263.73	2.4320	952.30	0.0010501	6.2871	6.3995	28.278	40.027	92.753	624.51	0.18442	undefined	undefined	0.0067056	64.398	0.015528	15.954	17.616	70.808	36.992	65.217	215.12	16.122	undefined	undefined
263.94	2.4461	951.33	0.0010512	6.3057	6.4189	28.350	40.027	92.886	623.06	0.18755	undefined	undefined	0.0066665	64.807	0.015431	15.954	17.615	70.768	37.027	65.406	215.04	16.091	undefined	undefined
264.16	2.4604	950.36	0.0010522	6.3244	6.4383	28.421	40.028	93.019	621.61	0.19070	undefined	undefined	0.0066275	65.218	0.015333	15.953	17.614	70.727	37.063	65.596	214.96	16.060	undefined	undefined
264.37	2.4747	949.39	0.0010533	6.3431	6.4578	28.492	40.028	93.154	620.15	0.19388	undefined	undefined	0.0065885	65.631	0.015237	15.953	17.613	70.686	37.099	65.788	214.88	16.030	undefined	undefined
264.58	2.4890	948.42	0.0010544	6.3618	6.4773	28.563	40.029	93.290	618.70	0.19709	undefined	undefined	0.0065496	66.048	0.015141	15.953	17.611	70.645	37.134	65.981	214.80	15.999	undefined	undefined
264.79	2.5035	947.45	0.0010555	6.3805	6.4968	28.634	40.030	93.428	617.24	0.20031	undefined	undefined	0.0065107	66.466	0.015045	15.952	17.610	70.605	37.170	66.177	214.72	15.969	undefined	undefined
265.00	2.5179	946.47	0.0010566	6.3993	6.5164	28.706	40.030	93.566	615.78	0.20357	undefined	undefined	0.0064718	66.887	0.014951	15.952	17.609	70.564	37.206	66.373	214.64	15.939	undefined	undefined
265.22	2.5325	945.49	0.0010577	6.4181	6.5360	28.777	40.031	93.706	614.32	0.20685	undefined	undefined	0.0064330	67.311	0.014856	15.952	17.608	70.523	37.242	66.572	214.56	15.909	undefined	undefined
265.43	2.5471	944.51	0.0010588	6.4369	6.5556	28.848	40.032	93.847	612.86	0.21015	undefined	undefined	0.0063942	67.737	0.014763	15.951	17.606	70.482	37.278	66.772	214.48	15.879	undefined	undefined
265.64	2.5617	943.53	0.0010599	6.4557	6.5752	28.919	40.033	93.989	611.40	0.21348	undefined	undefined	0.0063555	68.166	0.014670	15.951	17.605	70.441	37.314	66.974	214.39	15.849	undefined	undefined
265.85	2.5765	942.54	0.0010610	6.4745	6.5948	28.991	40.034	94.133	609.94	0.21684	undefined	undefined	0.0063169	68.597	0.014578	15.950	17.604	70.400	37.350	67.178	214.31	15.819	undefined	undefined
266.06	2.5912	941.55	0.0010621	6.4933	6.6145	29.062	40.035	94.278	608.47	0.22023	undefined	undefined	0.0062782	69.031	0.014486	15.950	17.602	70.359	37.386	67.384	214.23	15.789	undefined	undefined
266.28	2.6061	940.56	0.0010632	6.5122	6.6342	29.133	40.036	94.424	607.00	0.22364	undefined	undefined	0.0062397	69.467	0.014395	15.949	17.601	70.318	37.422	67.592	214.14	15.759	undefined	undefined
266.49	2.6210	939.57	0.0010643	6.5311	6.6539	29.205	40.037	94.571	605.54	0.22708	undefined	undefined	0.0062012	69.906	0.014305	15.949	17.599	70.277	37.459	67.801	214.06	15.730	undefined	undefined
266.70	2.6360	938.57	0.0010654	6.5500	6.6736	29.276	40.038	94.720	604.07	0.23055	undefined	undefined	0.0061627	70.348	0.014215	15.948	17.597	70.236	37.495	68.012	213.97	15.700	undefined	undefined
266.91	2.6510	937.58	0.0010666	6.5689	6.6934	29.348	40.040	94.871	602.59	0.23405	undefined	undefined	0.0061243	70.792	0.014126	15.948	17.596	70.194	37.531	68.226	213.89	15.671	undefined	undefined
267.12	2.6661	936.58	0.0010677	6.5879	6.7132	29.419	40.041	95.023	601.12	0.23757	undefined	undefined	0.0060859	71.239	0.014037	15.947	17.594	70.153	37.568	68.441	213.80	15.642	undefined	undefined
267.34	2.6813	935.57	0.0010689	6.6069	6.7330	29.491	40.042	95.176	599.65	0.24113	undefined	undefined	0.0060476	71.689	0.013949	15.946	17.592	70.112	37.604	68.658	213.71	15.612	undefined	undefined
267.55	2.6965	934.57	0.0010700	6.6258	6.7528	29.562	40.044	95.330	598.17	0.24471	undefined	undefined	0.0060093	72.142	0.013862	15.946	17.591	70.070	37.641	68.877	213.62	15.583	undefined	undefined
267.76	2.7118	933.56	0.0010712	6.6448	6.7727	29.634	40.045	95.487	596.69	0.24832	undefined	undefined	0.0059711	72.597	0.013775	15.945	17.589	70.029	37.678	69.099	213.54	15.554	undefined	undefined
267.97	2.7271	932.55	0.0010723	6.6639	6.7926	29.705	40.047	95.644	595.21	0.25197	undefined	undefined	0.0059330	73.055	0.013688	15.944	17.587	69.987	37.715	69.322	213.45	15.525	undefined	undefined
268.18	2.7425	931.54	0.0010735	6.6829	6.8125	29.777	40.048	95.803	593.73	0.25564	undefined	undefined	0.0058948	73.516	0.013603	15.943	17.585	69.946	37.752	69.547	213.36	15.496	undefined	undefined
268.40	2.7580	930.53	0.0010747	6.7020	6.8324	29.848	40.050	95.964	592.25	0.25934	undefined	undefined	0.0058568	73.979	0.013517	15.942	17.583	69.904	37.789	69.775	213.27	15.467	undefined	undefined
268.61	2.7735	929.51	0.0010758	6.7211	6.8524	29.920	40.052	96.126	590.77	0.26308	undefined	undefined	0.0058188	74.446	0.013433	15.942	17.581	69.863	37.826	70.005	213.18	15.438	undefined	undefined
268.82	2.7891	928.49	0.0010770	6.7402	6.8724	29.992	40.053	96.290	589.28	0.26685	undefined	undefined	0.0057808	74.915	0.013348	15.941	17.579	69.821	37.863	70.237	213.08	15.410	undefined	undefined
269.03	2.8048	927.47	0.0010782	6.7593	6.8924	30.063	40.055	96.456	587.79	0.27065	undefined	undefined	0.0057429	75.387	0.013265	15.940	17.577	69.779	37.900	70.471	212.99	15.381	undefined	undefined
269.24	2.8205	926.44	0.0010794	6.7785	6.9125	30.135	40.057	96.623	586.30	0.27448	undefined	undefined	0.0057050	75.862	0.013182	15.939	17.575	69.737	37.938	70.708	212.90	15.353	undefined	undefined
269.46	2.8363	925.42	0.0010806	6.7977	6.9326	30.207	40.059	96.792	584.81	0.27834	undefined	undefined	0.0056672	76.340	0.013099	15.938	17.573	69.696	37.975	70.947	212.81	15.324	undefined	undefined
269.67	2.8522	924.39	0.0010818	6.8169	6.9527	30.279	40.061	96.962	583.32	0.28224	undefined	undefined	0.0056295	76.821	0.013017	15.937	17.571	69.654	38.012	71.188	212.71	15.296	undefined	undefined
269.88	2.8681	923.35	0.0010830	6.8361	6.9728	30.351	40.063	97.134	581.83	0.28617	undefined	undefined	0.0055918	77.305	0.012936	15.936	17.569	69.612	38.050	71.432	212.62	15.267	undefined	undefined
270.09	2.8841	922.32	0.0010842	6.8553	6.9930	30.422	40.065	97.308	580.33	0.29014	undefined	undefined	0.0055541	77.792	0.012855	15.935	17.566	69.570	38.088	71.678	212.52	15.239	undefined	undefined
270.30	2.9001	921.28	0.0010854	6.8746	7.0132	30.494	40.067	97.484	578.83	0.29414	undefined	undefined	0.0055165	78.283	0.012774	15.933	17.564	69.528	38.125	71.926	212.43	15.211	undefined	undefined
270.52	2.9163	920.24	0.0010867	6.8939	7.0334	30.566	40.070	97.661	577.33	0.29817	undefined	undefined	0.0054790	78.776	0.012694	15.932	17.562	69.485	38.163	72.177	212.33	15.183	undefined	undefined
270.73	2.9324	919.20	0.0010879	6.9132	7.0536	30.638	40.072	97.841	575.83	0.30224	undefined	undefined	0.0054415	79.272	0.012615	15.931	17.559	69.443	38.201	72.431	212.23	15.155	undefined	undefined
270.94	2.9487	918.15	0.0010891	6.9325	7.0739	30.710	40.074	98.022	574.32	0.30635	undefined	undefined	0.0054040	79.771	0.012536	15.930	17.557	69.401	38.239	72.687	212.14	15.127	undefined	undefined
271.15	2.9650	917.10	0.0010904	6.9519	7.0942	30.782	40.077	98.205	572.82	0.31049	undefined	undefined	0.0053667	80.273	0.012457	15.929	17.554	69.358	38.277	72.946	212.04	15.099	undefined	undefined
271.36	2.9814	916.05	0.0010916	6.9713	7.1145	30.854	40.079	98.390	571.31	0.31467	undefined	undefined	0.0053293	80.779	0.012379	15.927	17.552	69.316	38.316	73.208	211.94	15.071	undefined	undefined
271.57	2.9978	914.99	0.0010929	6.9907	7.1349	30.926	40.082	98.577	569.80	0.31889	undefined	undefined	0.0052920	81.288	0.012302	15.926	17.549	69.273	38.354	73.472	211.84	15.043	undefined	undefined
271.79	3.0143	913.94	0.0010942	7.0101	7.1553	30.998	40.084	98.766	568.29	0.32314	undefined	undefined	0.0052548	81.800	0.012225	15.924	17.546	69.231	38.392	73.739	211.74	15.016	undefined	undefined
272.00	3.0309	912.88	0.0010954	7.0296	7.1757	31.071	40.087	98.956	566.78	0.32743	undefined	undefined	0.0052177	82.315	0.012148	15.923	17.544	69.188	38.431	74.009	211.64	14.988	undefined	undefined
272.21	3.0475	911.81	0.0010967	7.0491	7.1962	31.143	40.090	99.149	565.26	0.33176	undefined	undefined	0.0051805	82.834	0.012072	15.922	17.541	69.145	38.470	74.282	211.54	14.960	undefined	undefined
272.42	3.0643	910.75	0.0010980	7.0686	7.2167	31.215	40.093	99.344	563.74	0.33613	undefined	undefined	0.0051435	83.355	0.011997	15.920	17.538	69.103	38.508	74.557	211.44	14.933	undefined	undefined
272.63	3.0810	909.68	0.0010993	7.0881	7.2372	31.287	40.096	99.542	562.22	0.34054	undefined	undefined	0.0051065	83.881	0.011922	15.919	17.535	69.060	38.547	74.836	211.34	14.906	undefined	undefined
272.85	3.0979	908.61	0.0011006	7.1077	7.2577	31.360	40.099	99.741	560.70	0.34499	undefined	undefined	0.0050695	84.409	0.011847	15.917	17.532	69.017	38.586	75.118	211.23	14.878	undefined	undefined
273.06	3.1148	907.53	0.0011019	7.1272	7.2783	31.432	40.102	99.942	559.18	0.34948	undefined	undefined	0.0050326	84.941	0.011773	15.915	17.529	68.974	38.625	75.403	211.13	14.851	undefined	undefined
273.27	3.1318	906.45	0.0011032	7.1468	7.2989	31.505	40.105	100.15	557.65	0.35402	undefined	undefined	0.0049958	85.476	0.011699	15.914	17.526	68.930	38.664	75.691	211.03	14.824	undefined	undefined
273.48	3.1488	905.37	0.0011045	7.1665	7.3195	31.577	40.108	100.35	556.12	0.35859	undefined	undefined	0.0049590	86.015	0.011626	15.912	17.523	68.887	38.704	75.982	210.92	14.796	undefined	undefined
273.69	3.1659	904.29	0.0011058	7.1861	7.3402	31.650	40.111	100.56	554.59	0.36321	undefined	undefined	0.0049223	86.557	0.011553	15.910	17.520	68.844	38.743	76.276	210.82	14.769	undefined	undefined
273.91	3.1831	903.20	0.0011072	7.2058	7.3609	31.722	40.115	100.77	553.06	0.36787	undefined	undefined	0.0048856	87.103	0.011481	15.909	17.517	68.801	38.782	76.574	210.71	14.742	undefined	undefined
274.12	3.2004	902.11	0.0011085	7.2255	7.3817	31.795	40.118	100.98	551.52	0.37257	undefined	undefined	0.0048490	87.653	0.011409	15.907	17.514	68.757	38.822	76.875	210.60	14.715	undefined	undefined
274.33	3.2177	901.01	0.0011099	7.2453	7.4024	31.867	40.122	101.20	549.98	0.37732	undefined	undefined	0.0048124	88.206	0.011337	15.905	17.510	68.713	38.862	77.179	210.50	14.688	undefined	undefined
274.54	3.2351	899.91	0.0011112	7.2650	7.4232	31.940	40.125	101.42	548.44	0.38211	undefined	undefined	0.0047759	88.762	0.011266	15.903	17.507	68.670	38.901	77.487	210.39	14.661	undefined	undefined
274.75	3.2525	898.81	0.0011126	7.2848	7.4441	32.013	40.129	101.64	546.90	0.38695	undefined	undefined	0.0047395	89.322	0.011195	15.901	17.504	68.626	38.941	77.799	210.28	14.634	undefined	undefined
274.97	3.2700	897.71	0.0011139	7.3046	7.4650	32.086	40.133	101.86	545.36	0.39184	undefined	undefined	0.0047031	89.886	0.011125	15.899	17.500	68.582	38.981	78.114	210.17	14.607	undefined	undefined
275.18	3.2876	896.60	0.0011153	7.3245	7.4859	32.159	40.137	102.08	543.81	0.39677	undefined	undefined	0.0046668	90.454	0.011055	15.897	17.497	68.538	39.022	78.433	210.06	14.580	undefined	undefined
275.39	3.3053	895.49	0.0011167	7.3444	7.5068	32.232	40.141	102.31	542.26	0.40175	undefined	undefined	0.0046305	91.025	0.010986	15.895	17.493	68.494	39.062	78.755	209.95	14.554	undefined	undefined
275.60	3.3230	894.38	0.0011181	7.3643	7.5278	32.305	40.145	102.54	540.71	0.40678	undefined	undefined	0.0045943	91.601	0.010917	15.893	17.490	68.450	39.102	79.082	209.84	14.527	undefined	undefined
275.81	3.3408	893.26	0.0011195	7.3842	7.5488	32.378	40.149	102.78	539.15	0.41186	undefined	undefined	0.0045582	92.180	0.010848	15.891	17.486	68.406	39.143	79.412	209.73	14.500	undefined	undefined
276.03	3.3587	892.14	0.0011209	7.4042	7.5699	32.451	40.153	103.01	537.60	0.41698	undefined	undefined	0.0045221	92.762	0.010780	15.889	17.482	68.361	39.183	79.746	209.62	14.474	undefined	undefined
276.24	3.3766	891.01	0.0011223	7.4242	7.5909	32.524	40.158	103.25	536.04	0.42216	undefined	undefined	0.0044860	93.349	0.010712	15.886	17.478	68.317	39.224	80.084	209.50	14.447	undefined	undefined
276.45	3.3947	889.89	0.0011237	7.4442	7.6121	32.597	40.162	103.49	534.47	0.42739	undefined	undefined	0.0044501	93.940	0.010645	15.884	17.475	68.272	39.265	80.427	209.39	14.420	undefined	undefined
276.66	3.4127	888.76	0.0011252	7.4642	7.6332	32.670	40.166	103.74	532.91	0.43267	undefined	undefined	0.0044141	94.535	0.010578	15.882	17.471	68.228	39.306	80.773	209.27	14.394	undefined	undefined
276.87	3.4309	887.62	0.0011266	7.4843	7.6544	32.744	40.171	103.99	531.34	0.43801	undefined	undefined	0.0043783	95.134	0.010512	15.879	17.467	68.183	39.347	81.124	209.16	14.367	undefined	undefined
277.09	3.4491	886.48	0.0011281	7.5044	7.6757	32.817	40.176	104.24	529.77	0.44339	undefined	undefined	0.0043425	95.736	0.010445	15.877	17.463	68.138	39.389	81.480	209.04	14.341	undefined	undefined
277.30	3.4674	885.34	0.0011295	7.5246	7.6969	32.891	40.181	104.49	528.20	0.44884	undefined	undefined	0.0043068	96.343	0.010380	15.874	17.459	68.093	39.430	81.839	208.93	14.315	undefined	undefined
277.51	3.4858	884.19	0.0011310	7.5447	7.7182	32.964	40.185	104.75	526.62	0.45433	undefined	undefined	0.0042711	96.955	0.010314	15.872	17.454	68.048	39.472	82.204	208.81	14.288	undefined	undefined
277.72	3.5042	883.04	0.0011324	7.5649	7.7396	33.038	40.190	105.01	525.05	0.45989	undefined	undefined	0.0042355	97.570	0.010249	15.869	17.450	68.003	39.513	82.573	208.69	14.262	undefined	undefined
277.93	3.5227	881.89	0.0011339	7.5852	7.7610	33.111	40.195	105.27	523.46	0.46550	undefined	undefined	0.0041999	98.189	0.010184	15.867	17.446	67.957	39.555	82.946	208.57	14.236	undefined	undefined
278.15	3.5413	880.73	0.0011354	7.6054	7.7824	33.185	40.201	105.54	521.88	0.47116	undefined	undefined	0.0041645	98.813	0.010120	15.864	17.442	67.912	39.597	83.325	208.46	14.209	undefined	undefined
278.36	3.5599	879.57	0.0011369	7.6257	7.8039	33.259	40.206	105.81	520.29	0.47689	undefined	undefined	0.0041290	99.441	0.010056	15.861	17.437	67.866	39.639	83.708	208.34	14.183	undefined	undefined
278.57	3.5787	878.40	0.0011384	7.6461	7.8254	33.333	40.211	106.09	518.70	0.48268	undefined	undefined	0.0040937	100.07	0.0099926	15.859	17.433	67.820	39.682	84.097	208.22	14.157	undefined	undefined
278.78	3.5975	877.23	0.0011399	7.6664	7.8469	33.407	40.217	106.36	517.11	0.48852	undefined	undefined	0.0040584	100.71	0.0099294	15.856	17.428	67.775	39.724	84.490	208.10	14.131	undefined	undefined
278.99	3.6163	876.06	0.0011415	7.6868	7.8685	33.481	40.223	106.64	515.51	0.49443	undefined	undefined	0.0040231	101.35	0.0098666	15.853	17.423	67.729	39.767	84.889	207.97	14.104	undefined	undefined
279.21	3.6353	874.88	0.0011430	7.7073	7.8901	33.555	40.228	106.93	513.91	0.50040	undefined	undefined	0.0039880	102.00	0.0098041	15.850	17.419	67.682	39.810	85.293	207.85	14.078	undefined	undefined
279.42	3.6543	873.70	0.0011446	7.7277	7.9118	33.629	40.234	107.22	512.31	0.50644	undefined	undefined	0.0039529	102.65	0.0097419	15.847	17.414	67.636	39.852	85.703	207.73	14.052	undefined	undefined
279.63	3.6734	872.51	0.0011461	7.7482	7.9335	33.703	40.240	107.51	510.71	0.51254	undefined	undefined	0.0039178	103.30	0.0096802	15.844	17.409	67.590	39.895	86.118	207.60	14.026	undefined	undefined
279.84	3.6925	871.32	0.0011477	7.7688	7.9553	33.777	40.246	107.81	509.10	0.51870	undefined	undefined	0.0038828	103.96	0.0096187	15.841	17.404	67.543	39.939	86.539	207.48	14.000	undefined	undefined
280.05	3.7118	870.13	0.0011493	7.7893	7.9771	33.852	40.252	108.11	507.49	0.52493	undefined	undefined	0.0038479	104.63	0.0095576	15.838	17.399	67.497	39.982	86.966	207.36	13.974	undefined	undefined
280.27	3.7311	868.93	0.0011508	7.8100	7.9989	33.926	40.259	108.41	505.87	0.53123	undefined	undefined	0.0038131	105.30	0.0094969	15.835	17.394	67.450	40.026	87.398	207.23	13.948	undefined	undefined
280.48	3.7505	867.73	0.0011524	7.8306	8.0208	34.001	40.265	108.72	504.25	0.53760	undefined	undefined	0.0037783	105.97	0.0094364	15.832	17.389	67.403	40.069	87.837	207.10	13.922	undefined	undefined
280.69	3.7699	866.52	0.0011540	7.8513	8.0428	34.076	40.272	109.03	502.63	0.54404	undefined	undefined	0.0037436	106.65	0.0093764	15.828	17.384	67.356	40.113	88.282	206.98	13.896	undefined	undefined
280.90	3.7895	865.31	0.0011557	7.8720	8.0647	34.150	40.279	109.35	501.01	0.55055	undefined	undefined	0.0037089	107.34	0.0093166	15.825	17.379	67.308	40.157	88.733	206.85	13.870	undefined	undefined
281.11	3.8091	864.09	0.0011573	7.8928	8.0868	34.225	40.285	109.67	499.38	0.55713	undefined	undefined	0.0036744	108.02	0.0092572	15.822	17.374	67.261	40.201	89.191	206.72	13.844	undefined	undefined
281.33	3.8287	862.87	0.0011589	7.9135	8.1088	34.300	40.292	110.00	497.75	0.56378	undefined	undefined	0.0036398	108.72	0.0091981	15.818	17.368	67.213	40.246	89.655	206.59	13.818	undefined	undefined
281.54	3.8485	861.64	0.0011606	7.9344	8.1310	34.375	40.299	110.33	496.11	0.57051	undefined	undefined	0.0036054	109.42	0.0091393	15.815	17.363	67.166	40.290	90.126	206.46	13.792	undefined	undefined
281.75	3.8683	860.41	0.0011622	7.9552	8.1531	34.450	40.307	110.67	494.47	0.57732	undefined	undefined	0.0035710	110.12	0.0090809	15.811	17.357	67.118	40.335	90.605	206.33	13.766	undefined	undefined
281.96	3.8882	859.18	0.0011639	7.9762	8.1753	34.525	40.314	111.01	492.83	0.58421	undefined	undefined	0.0035367	110.83	0.0090227	15.808	17.352	67.070	40.380	91.090	206.20	13.740	undefined	undefined
282.17	3.9082	857.94	0.0011656	7.9971	8.1976	34.601	40.322	111.36	491.18	0.59117	undefined	undefined	0.0035024	111.55	0.0089649	15.804	17.346	67.021	40.425	91.582	206.07	13.714	undefined	undefined
282.39	3.9283	856.69	0.0011673	8.0181	8.2199	34.676	40.329	111.71	489.53	0.59821	undefined	undefined	0.0034683	112.27	0.0089074	15.800	17.340	66.973	40.471	92.082	205.93	13.688	undefined	undefined
282.60	3.9484	855.44	0.0011690	8.0391	8.2423	34.752	40.337	112.06	487.88	0.60534	undefined	undefined	0.0034342	112.99	0.0088502	15.796	17.334	66.925	40.516	92.590	205.80	13.662	undefined	undefined
282.81	3.9686	854.19	0.0011707	8.0602	8.2647	34.827	40.345	112.43	486.22	0.61254	undefined	undefined	0.0034001	113.72	0.0087932	15.792	17.328	66.876	40.562	93.105	205.67	13.636	undefined	undefined
283.02	3.9889	852.93	0.0011724	8.0813	8.2872	34.903	40.353	112.79	484.56	0.61984	undefined	undefined	0.0033662	114.46	0.0087366	15.789	17.322	66.827	40.608	93.629	205.53	13.610	undefined	undefined
283.23	4.0093	851.67	0.0011742	8.1025	8.3097	34.979	40.361	113.17	482.89	0.62722	undefined	undefined	0.0033323	115.20	0.0086803	15.785	17.316	66.778	40.654	94.160	205.40	13.584	undefined	undefined
283.45	4.0297	850.39	0.0011759	8.1237	8.3322	35.055	40.370	113.55	481.23	0.63468	undefined	undefined	0.0032984	115.95	0.0086243	15.780	17.310	66.728	40.700	94.700	205.26	13.558	undefined	undefined
283.66	4.0503	849.12	0.0011777	8.1449	8.3549	35.131	40.378	113.93	479.55	0.64224	undefined	undefined	0.0032647	116.71	0.0085686	15.776	17.304	66.679	40.747	95.248	205.12	13.531	undefined	undefined
283.87	4.0708	847.84	0.0011795	8.1662	8.3775	35.207	40.387	114.32	477.87	0.64988	undefined	undefined	0.0032310	117.47	0.0085132	15.772	17.297	66.629	40.793	95.806	204.99	13.505	undefined	undefined
284.08	4.0915	846.55	0.0011813	8.1875	8.4003	35.283	40.396	114.72	476.19	0.65762	undefined	undefined	0.0031974	118.23	0.0084580	15.768	17.291	66.579	40.840	96.372	204.85	13.479	undefined	undefined
284.29	4.1123	845.26	0.0011831	8.2089	8.4230	35.359	40.405	115.12	474.51	0.66546	undefined	undefined	0.0031639	119.00	0.0084032	15.764	17.284	66.529	40.887	96.947	204.71	13.453	undefined	undefined
284.51	4.1331	843.96	0.0011849	8.2303	8.4459	35.436	40.414	115.53	472.82	0.67339	undefined	undefined	0.0031304	119.78	0.0083486	15.759	17.278	66.479	40.935	97.532	204.57	13.427	undefined	undefined
284.72	4.1540	842.66	0.0011867	8.2518	8.4688	35.512	40.424	115.95	471.12	0.68141	undefined	undefined	0.0030970	120.56	0.0082943	15.755	17.271	66.429	40.982	98.127	204.43	13.401	undefined	undefined
284.93	4.1750	841.35	0.0011886	8.2733	8.4917	35.589	40.433	116.37	469.42	0.68954	undefined	undefined	0.0030637	121.36	0.0082403	15.750	17.264	66.378	41.030	98.732	204.29	13.375	undefined	undefined
285.14	4.1961	840.04	0.0011904	8.2949	8.5147	35.666	40.443	116.80	467.72	0.69777	undefined	undefined	0.0030305	122.15	0.0081865	15.746	17.258	66.327	41.078	99.347	204.14	13.349	undefined	undefined
285.35	4.2172	838.72	0.0011923	8.3165	8.5378	35.743	40.453	117.24	466.01	0.70610	undefined	undefined	0.0029973	122.95	0.0081331	15.741	17.251	66.276	41.127	99.972	204.00	13.322	undefined	undefined
285.57	4.2385	837.39	0.0011942	8.3382	8.5609	35.820	40.463	117.68	464.30	0.71454	undefined	undefined	0.0029642	123.76	0.0080799	15.736	17.243	66.225	41.175	100.61	203.86	13.296	undefined	undefined
285.78	4.2598	836.06	0.0011961	8.3599	8.5841	35.897	40.474	118.14	462.58	0.72309	undefined	undefined	0.0029312	124.58	0.0080269	15.731	17.236	66.173	41.224	101.26	203.71	13.270	undefined	undefined
285.99	4.2811	834.72	0.0011980	8.3816	8.6074	35.975	40.484	118.60	460.86	0.73174	undefined	undefined	0.0028982	125.40	0.0079742	15.726	17.229	66.121	41.273	101.91	203.57	13.243	undefined	undefined
286.20	4.3026	833.38	0.0011999	8.4035	8.6307	36.052	40.495	119.06	459.14	0.74051	undefined	undefined	0.0028654	126.23	0.0079218	15.721	17.222	66.069	41.322	102.58	203.42	13.217	undefined	undefined
286.41	4.3242	832.03	0.0012019	8.4253	8.6541	36.130	40.506	119.54	457.40	0.74939	undefined	undefined	0.0028326	127.07	0.0078697	15.716	17.214	66.017	41.372	103.27	203.27	13.191	undefined	undefined
286.63	4.3458	830.67	0.0012039	8.4472	8.6775	36.208	40.517	120.03	455.67	0.75839	undefined	undefined	0.0027999	127.91	0.0078177	15.711	17.207	65.965	41.421	103.96	203.13	13.164	undefined	undefined
286.84	4.3675	829.30	0.0012058	8.4692	8.7010	36.286	40.529	120.52	453.93	0.76751	undefined	undefined	0.0027673	128.77	0.0077661	15.706	17.199	65.912	41.471	104.67	202.98	13.138	undefined	undefined
287.05	4.3893	827.93	0.0012078	8.4912	8.7246	36.364	40.540	121.02	452.18	0.77675	undefined	undefined	0.0027347	129.62	0.0077147	15.701	17.191	65.859	41.522	105.39	202.83	13.111	undefined	undefined
287.26	4.4112	826.56	0.0012098	8.5133	8.7482	36.442	40.552	121.53	450.43	0.78611	undefined	undefined	0.0027023	130.49	0.0076635	15.695	17.183	65.806	41.572	106.12	202.68	13.084	undefined	undefined
